season,for_week,team,unit_type,ideal_value
1999,4,SF,st_def,-1.3586279203731402
1999,4,SF,st_off,0.9253266975198047
1999,4,TB,pass_def,4.122370666859178
1999,4,TB,pass_off,-7.567254509480118
1999,4,TB,rush_def,1.0914125375585684
1999,4,TB,rush_off,-2.2173016407980093
1999,4,TB,st_def,-0.8314082637803569
1999,4,TB,st_off,0.8909396852789111
1999,4,TEN,pass_def,-10.799717485916437
1999,4,TEN,pass_off,6.660478091283365
1999,4,TEN,rush_def,-0.38384170544893126
1999,4,TEN,rush_off,-0.5132785641183855
1999,4,TEN,st_def,-1.4473807687415257
1999,4,TEN,st_off,2.715294215978643
1999,4,WAS,pass_def,-4.295531098060323
1999,4,WAS,pass_off,15.71361217252074
1999,4,WAS,rush_def,-3.5358564240595727
1999,4,WAS,rush_off,5.466957730339839
1999,4,WAS,st_def,-1.6128826715231395
1999,4,WAS,st_off,1.9856614604754612
1999,5,ARI,pass_def,1.5492602643595865
1999,5,ARI,pass_off,-10.402000140621942
1999,5,ARI,rush_def,0.28525026169489776
1999,5,ARI,rush_off,-5.415159134211836
1999,5,ARI,st_def,-0.2902547835321268
1999,5,ARI,st_off,0.5218716774775106
1999,5,ATL,pass_def,-3.6082019004534573
1999,5,ATL,pass_off,-2.7147915855047686
1999,5,ATL,rush_def,-1.416192993248548
1999,5,ATL,rush_off,-1.0830067943835742
1999,5,ATL,st_def,1.8216725724665914
1999,5,ATL,st_off,-1.2522485165307886
1999,5,BAL,pass_def,-0.9938881512991037
1999,5,BAL,pass_off,-5.72444621823877
1999,5,BAL,rush_def,0.8023221462259666
1999,5,BAL,rush_off,0.4211924841690793
1999,5,BAL,st_def,-0.658494920600794
1999,5,BAL,st_off,1.5147542558062042
1999,5,BUF,pass_def,4.652750678876554
1999,5,BUF,pass_off,1.1234807220111547
1999,5,BUF,rush_def,1.8587236653813355
1999,5,BUF,rush_off,-0.09512781057651615
1999,5,BUF,st_def,0.06782710851849454
1999,5,BUF,st_off,-0.9907540650276253
1999,5,CAR,pass_def,1.4793825111056904
1999,5,CAR,pass_off,4.755680703363738
1999,5,CAR,rush_def,-4.779575918292161
1999,5,CAR,rush_off,4.134921929727644
1999,5,CAR,st_def,2.211716103252621
1999,5,CAR,st_off,0.16080186352785392
1999,5,CHI,pass_def,-2.8843004086838655
1999,5,CHI,pass_off,-5.52772545555581
1999,5,CHI,rush_def,0.8505958217380833
1999,5,CHI,rush_off,1.47850556420975
1999,5,CHI,st_def,1.9296445812555023
1999,5,CHI,st_off,-1.7135682231437952
1999,5,CIN,pass_def,-5.297255993672086
1999,5,CIN,pass_off,-4.654561308103478
1999,5,CIN,rush_def,2.46464576200839
1999,5,CIN,rush_off,0.22421071870363024
1999,5,CIN,st_def,-1.3174450024820041
1999,5,CIN,st_off,-3.3722582073447898
1999,5,CLE,pass_def,-4.270781167299555
1999,5,CLE,pass_off,-16.147714663996506
1999,5,CLE,rush_def,-1.7545522279831123
1999,5,CLE,rush_off,0.8534128785516688
1999,5,CLE,st_def,0.6113575550628289
1999,5,CLE,st_off,-0.2453493595905588
1999,5,DAL,pass_def,0.759752159277253
1999,5,DAL,pass_off,12.700901715824887
